# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
-1.327733612835408508e+02   -1.391654906681315354e-12   +1.654484325414897828e-12   +6.802998586925973596e-13   +1.304380304106635200e-12   +3.902991213881118504e-33   +1.807205010255871228e-33
-1.327533622834981486e+02   -1.396318383489223080e-12   +1.599651295324081584e-12   +6.718380659534945925e-13   +1.309260478231580879e-12   +3.763714548862221953e-33   +1.807757133340310716e-33
-1.327333632834554464e+02   -1.400075858117375438e-12   +1.542385978410478139e-12   +6.637768499468516505e-13   +1.313198835611708860e-12   +3.621191547239761422e-33   +1.806846562438342106e-33
-1.327133642834127443e+02   -1.403413377863336081e-12   +1.482636952875831823e-12   +6.563447862037577407e-13   +1.316479203253946376e-12   +3.477116145250303350e-33   +1.805313568149339659e-33
-1.326933652833700137e+02   -1.406727088169530347e-12   +1.420349871677030121e-12   +6.497074405825965954e-13   +1.319372794562902113e-12   +3.333026075973575488e-33   +1.803900748511767817e-33
-1.326733662833273115e+02   -1.410307730629594526e-12   +1.355482567745508159e-12   +6.439594292497360052e-13   +1.322125139675119446e-12   +3.190300257636094823e-33   +1.803218880533188626e-33
-1.326533672832846094e+02   -1.414346304692587952e-12   +1.288014828988935969e-12   +6.391193128444338004e-13   +1.324942920363286412e-12   +3.050186262299626808e-33   +1.803716043912243047e-33
-1.326333682832419072e+02   -1.418914908291990525e-12   +1.217967815361661681e-12   +6.351275604220621684e-13   +1.327981268506918444e-12   +2.913781638716024341e-33   +1.805650420303177195e-33
-1.326133692831992050e+02   -1.423968509207051526e-12   +1.145417060011170957e-12   +6.318476948772938559e-13   +1.331332093822169024e-12   +2.782035513495358699e-33   +1.809067304081625774e-33
-1.325933702831565029e+02   -1.429362299686412917e-12   +1.070500203573712109e-12   +6.290706039970049859e-13   +1.335013988500776321e-12   +2.655764244949646855e-33   +1.813781124353768023e-33
-1.325733712831137723e+02   -1.434840106398924250e-12   +9.934262749448711276e-13   +6.265218755565928019e-13   +1.338964213748107492e-12   +2.535591189014720191e-33   +1.819363617473017083e-33
-1.325533722830710701e+02   -1.440054321904331872e-12   +9.144860688669010844e-13   +6.238718960606183017e-13   +1.343033207251741386e-12   +2.421952639584250294e-33   +1.825139627477991987e-33
-1.325333732830283680e+02   -1.444593234965846626e-12   +8.340484727014650001e-13   +6.207483454514580221e-13   +1.346981963861429937e-12   +2.315093355436674651e-33   +1.830192260538738993e-33
-1.325133742829856658e+02   -1.447979565974103244e-12   +7.525670904624163278e-13   +6.167506282486334430e-13   +1.350482537789108073e-12   +2.215010911174592428e-33   +1.833379192208800088e-33
-1.324933752829429636e+02   -1.449699829365532594e-12   +6.705702668649191925e-13   +6.114657083685262385e-13   +1.353121797970509159e-12   +2.121454845583395950e-33   +1.833361751843783084e-33
-1.324733762829002330e+02   -1.449238773773189059e-12   +5.886629303128731432e-13   +6.044847627123054037e-13   +1.354408444041082547e-12   +2.033965842064185295e-33   +1.828647942970941441e-33
-1.324533772828575309e+02   -1.446087584490773852e-12   +5.075111906649894227e-13   +5.954200391635896838e-13   +1.353783164215124589e-12   +1.951845281453783757e-33   +1.817649794316150245e-33
-1.324333782828148287e+02   -1.439772797804430852e-12   +4.278388945910603641e-13   +5.839212987373605373e-13   +1.350631693769547433e-12   +1.874206248107221370e-33   +1.798754407581245437e-33
-1.324133792827721265e+02   -1.429893322094316234e-12   +3.504093329526036020e-13   +5.696912392977722264e-13   +1.344300419089117269e-12   +1.800047919448656006e-33   +1.770406849884017069e-33
-1.323933802827293960e+02   -1.416118028714405769e-12   +2.760123018227398035e-13   +5.524993386735669771e-13   +1.334114071957956850e-12   +1.728260260995907893e-33   +1.731201740757696320e-33
-1.323733812826866938e+02   -1.398227931503058912e-12   +2.054540490020148086e-13   +5.321936164304829181e-13   +1.319394975820640251e-12   +1.657750961585075439e-33   +1.679979139356930122e-33
-1.323533822826439916e+02   -1.376127172762254400e-12   +1.395310195676405398e-13   +5.087098934439957804e-13   +1.299483242960944706e-12   +1.587501873792949092e-33   +1.615919289680179873e-33
-1.323333832826012610e+02   -1.349840669318754136e-12   +7.901657882025734024e-14   +4.820782233711381792e-13   +1.273757280833017024e-12   +1.516611798225949562e-33   +1.538630065322858972e-33
-1.323133842825585589e+02   -1.319539181623465162e-12   +2.464821300344570428e-14   +4.524262760547785626e-13   +1.241653948061307479e-12   +1.444403685534178335e-33   +1.448220681945871676e-33
-1.322933852825158567e+02   -1.285540562666170725e-12   -2.289247358840121123e-14   +4.199795652513394300e-13   +1.202687705956455983e-12   +1.370472958773627599e-33   +1.345355489145916326e-33
-1.322733862824731546e+02   -1.248289898275527209e-12   -6.301399479943893821e-14   +3.850585269615499057e-13   +1.156468139094096749e-12   +1.294690869869126266e-33   +1.231282440174021712e-33
-1.322533872824304524e+02   -1.208370146643207487e-12   -9.520460153255185520e-14   +3.480725652460953568e-13   +1.102715267268574721e-12   +1.217267624229468168e-33   +1.107832142259515896e-33
-1.322333882823877218e+02   -1.166487391630510755e-12   -1.190669866309873374e-13   +3.095112851716095087e-13   +1.041272139121124647e-12   +1.138750977635601669e-33   +9.773851348040990300e-34
-1.322133892823450196e+02   -1.123435104807934709e-12   -1.343318629843049680e-13   +2.699332235087225375e-13   +9.721142826839281258e-13   +1.059978812866888474e-33   +8.428071043189339033e-34
-1.321933902823023175e+02   -1.080093846497956894e-12   -1.408767915465801177e-13   +2.299524638408453361e-13   +8.953556872260957486e-13   +9.820949893269465439e-34   +7.073539648405163804e-34
-1.321733912822596153e+02   -1.037402018259611907e-12   -1.387249121652270179e-13   +1.902235816588313355e-13   +8.112511010331092359e-13   +9.064932985417928562e-34   +5.745509299838274287e-34
-1.321533922822169131e+02   -9.963169649223372366e-13   -1.280638917408877861e-13   +1.514254056173599494e-13   +7.201945474989333729e-13   +8.347440619481495688e-34   +4.480516908799854037e-34
-1.321333932821742110e+02   -9.578001217208596466e-13   -1.092512059213536590e-13   +1.142441031961689575e-13   +6.227140832561607887e-13   +7.685532341497099309e-34   +3.314854172528447418e-34
-1.321133942821314804e+02   -9.227902757852049387e-13   -8.281513138370140805e-14   +7.935610316579125200e-14   +5.194629427125657397e-13   +7.096896552647422707e-34   +2.283003686678428721e-34
-1.320933952820887782e+02   -8.921610806879342324e-13   -4.946791219739858917e-14   +4.741135477586895859e-14   +4.112073288790518124e-13   +6.598828556662891630e-34   +1.416133342368618038e-34
-1.320733962820460761e+02   -8.667128588696074730e-13   -1.007260277096067473e-14   +1.901739619270090280e-14   +2.988112162820028034e-13   +6.207614915792446088e-34   +7.407386085417058245e-35
-1.320533972820033739e+02   -8.471435329388923624e-13   +3.433790187096869848e-14   -5.275335612275707762e-15   +1.832186238515236510e-13   +5.937601599444601104e-34   +2.775129287018548060e-35
-1.320333982819606717e+02   -8.340105826681703932e-13   +8.259510229880702556e-14   -2.498657250561312519e-14   +6.543389024248260080e-14   +5.800084628464561768e-34   +4.051102724684011778e-36
-1.320133992819179696e+02   -8.277470098677369832e-13   +1.334084791359498766e-13   -3.971733934896398062e-14   -5.349946185736197170e-14   +5.803011057953668208e-34   +3.664971749312251730e-36
-1.319934002818752390e+02   -8.286317891191683818e-13   +1.853867902680096391e-13   -4.915888044793240199e-14   -1.725206541959919006e-13   +5.950096123451189182e-34   +2.655675667832987293e-35
-1.319734012818325084e+02   -8.367589773922003487e-13   +2.370668608419361772e-13   -5.309920570986725211e-14   -2.905737474815600573e-13   +6.240076638502792132e-34   +7.198405063369267805e-35
-1.319534022817898062e+02   -8.520832784774295435e-13   +2.869345479901261214e-13   -5.142714841217570575e-14   -4.066292895479140582e-13   +6.667150583630025668e-34   +1.385527235133145412e-34
-1.319334032817471041e+02   -8.743788483581706811e-13   +3.335113238697271805e-13   -4.413390176047016900e-14   -5.197049402340804418e-13   +7.220772010562159035e-34   +2.242997960907899622e-34
-1.319134042817044019e+02   -9.032605519068020106e-13   +3.753003180759124833e-13   -3.131207529102537229e-14   -6.288845501484588699e-13   +7.885916445611117530e-34   +3.267984199667805088e-34
-1.318934052816616997e+02   -9.381629520597760542e-13   +4.109188129659752658e-13   -1.315238236640406563e-14   -7.333352397844822738e-13   +8.643870430738936319e-34   +4.432777074696325592e-34
-1.318734062816189692e+02   -9.784057004224114220e-13   +4.390579850187357391e-13   +1.006186583190211118e-14   -8.323221060928165347e-13   +9.473620291528052801e-34   +5.707497298563598009e-34
-1.318534072815762670e+02   -1.023168368982789383e-12   +4.585653290157347438e-13   +3.796222857138730759e-14   -9.252202714973123061e-13   +1.035277360462778907e-33   +7.061361685963297906e-34
-1.318334082815335648e+02   -1.071499223248784109e-12   +4.684568761712433375e-13   +7.010428935071461174e-14   -1.011524081465578948e-12   +1.125856565814282784e-33   +8.463878006851168904e-34
-1.318134092814908627e+02   -1.122365938803273007e-12   +4.679596935549891234e-13   +1.059781849261563827e-13   -1.090853347407359341e-12   +1.216975199808388997e-33   +9.885911212564921767e-34
-1.317934102814481605e+02   -1.174634020504642649e-12   +4.565024348088966364e-13   +1.450201787633732540e-13   -1.162956618627187096e-12   +1.306671645913049045e-33   +1.130057824886810625e-33
-1.317734112814054583e+02   -1.227150320516115687e-12   +4.337655956935062972e-13   +1.866249408302759116e-13   -1.227711547605831449e-12   +1.393371342610379407e-33   +1.268394439125735361e-33
-1.317534122813627278e+02   -1.278684610330731967e-12   +3.996832575394092610e-13   +2.301582011774256877e-13   -1.285122484917535769e-12   +1.475775037246613931e-33   +1.401550991045592265e-33
-1.317334132813200256e+02   -1.328016144252702281e-12   +3.544032337355938632e-13   +2.749694618172385705e-13   -1.335315502028207923e-12   +1.552963787483016860e-33   +1.527849065766041482e-33
-1.317134142812773234e+02   -1.373950892744288253e-12   +2.983707805442702582e-13   +3.204044781131536953e-13   -1.378531091033599058e-12   +1.624427229704771305e-33   +1.645990884175580512e-33
-1.316934152812346213e+02   -1.415318206398536320e-12   +2.322240123666988022e-13   +3.658172548228696227e-13   -1.415114829488868839e-12   +1.689890936005922283e-33   +1.755052013080002912e-33
-1.316734162811919191e+02   -1.450995520422596372e-12   +1.568319670995254986e-13   +4.105813404509122264e-13   -1.445506325709483945e-12   +1.749272811227475226e-33   +1.854460982952492204e-33
-1.316534172811491885e+02   -1.479974164341413887e-12   +7.323577023682905999e-14   +4.541002439654844806e-13   -1.470226775541742760e-12   +1.802684182033835480e-33   +1.943969414325431473e-33
-1.316334182811064863e+02   -1.501329879786924047e-12   -1.734497526860956377e-14   +4.958168377286184978e-13   -1.489865466264035898e-12   +1.850237510318558411e-33   +2.023616258688208349e-33
-1.316134192810637842e+02   -1.514269603111561387e-12   -1.135754254417385963e-13   +5.352216475693264971e-13   -1.505065558022517420e-12   +1.892029837803896901e-33   +2.093689481329475952e-33
-1.315934202810210820e+02   -1.518149179301881494e-12   -2.140335637357454174e-13   +5.718599636803630328e-13   -1.516509459427967790e-12   +1.928100548787288770e-33   +2.154688007135574252e-33
-1.315734212809783799e+02   -1.512481179570092009e-12   -3.172422006302736877e-13   +6.053377334302154769e-13   -1.524904093363434665e-12   +1.958391873553773114e-33   +2.207286082811189553e-33
-1.315534222809356777e+02   -1.496949527905757382e-12   -4.217083801042477200e-13   +6.353262188083474526e-13   -1.530966323597186487e-12   +1.982761618344137643e-33   +2.252301452706123022e-33
-1.315334232808929471e+02   -1.471424515992485979e-12   -5.259732021134249160e-13   +6.615654171884625943e-13   -1.535408784540850140e-12   +2.001042151018399997e-33   +2.290667972715162469e-33
-1.315134242808502165e+02   -1.435955631028707754e-12   -6.286252728711795239e-13   +6.838662549994882548e-13   -1.538926327443409625e-12   +2.013050723535151019e-33   +2.323412564386766405e-33
-1.314934252808075144e+02   -1.390785941996008803e-12   -7.283566601399984092e-13   +7.021115706964540485e-13   -1.542183268317155800e-12   +2.018704544629503056e-33   +2.351635796654597488e-33
-1.314734262807648122e+02   -1.336339020979373907e-12   -8.239672937699588875e-13   +7.162559073772896340e-13   -1.545801597448259540e-12   +2.018037414522733121e-33   +2.376494919887807417e-33
-1.314534272807221100e+02   -1.273208781415792246e-12   -9.144033775101574712e-13   +7.263241378643218097e-13   -1.550350288489173229e-12   +2.011260115218677760e-33   +2.399187895806740875e-33
-1.314334282806794079e+02   -1.202161498150968660e-12   -9.987692662716119664e-13   +7.324089474916207418e-13   -1.556335827338397812e-12   +1.998814509933863964e-33   +2.420936881159757758e-33
-1.314134292806366773e+02   -1.124099095772443984e-12   -1.076345086442128231e-12   +7.346672035519703362e-13   -1.564194067170109414e-12   +1.981342941426735014e-33   +2.442969731330383852e-33
-1.313934302805939751e+02   -1.040046543511597722e-12   -1.146579498048248626e-12   +7.333152465440977981e-13   -1.574283505381753623e-12   +1.959660904782141197e-33   +2.466498376137113755e-33
-1.313734312805512729e+02   -9.511284695248779298e-13   -1.209112317714021926e-12   +7.286231479299317265e-13   -1.586880069687595329e-12   +1.934748489133890774e-33   +2.492693354959240114e-33
-1.313534322805085708e+02   -8.585347039790185106e-13   -1.263753049621212354e-12   +7.209079926661696972e-13   -1.602173492498661551e-12   +1.907643545978597617e-33   +2.522654342021206246e-33
-1.313334332804658686e+02   -7.634894983321292608e-13   -1.310482946078906384e-12   +7.105262624963519698e-13   -1.620265343301371102e-12   +1.879388545668864582e-33   +2.557377096883089195e-33
-1.313134342804231665e+02   -6.672273635834582385e-13   -1.349433430915003967e-12   +6.978654176900187492e-13   -1.641168776113094968e-12   +1.850948757862042446e-33   +2.597717886054956961e-33
-1.312934352803804359e+02   -5.709485354269945784e-13   -1.380883182547856769e-12   +6.833347999241692084e-13   -1.664810031577987684e-12   +1.823160051551024037e-33   +2.644356983134409625e-33
-1.312734362803377337e+02   -4.757921281727583226e-13   -1.405224750663173941e-12   +6.673560063137425992e-13   -1.691031709528026588e-12   +1.796658556444094110e-33   +2.697763312518906708e-33
-1.312534372802950315e+02   -3.828077373036515040e-13   -1.422957386130294256e-12   +6.503529127765559184e-13   -1.719597797070597018e-12   +1.771887094753761394e-33   +2.758162606797005212e-33
-1.312334382802523294e+02   -2.929189565667297802e-13   -1.434653455813121133e-12   +6.327415523096792872e-13   -1.750200399330927593e-12   +1.749062111364686240e-33   +2.825511561715427267e-33
-1.312134392802096272e+02   -2.069100754247812933e-13   -1.440943898441202720e-12   +6.149200784500057591e-13   -1.782468075489959389e-12   +1.728221510833966284e-33   +2.899480370668916318e-33
