# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
-2.957852106316567742e+01   -8.798482372635164938e-07   +1.385444620272878097e-07   -2.173843908965359046e-11   -2.002424943218958135e-11   +3.287686186398544482e-23   +3.620060492072984944e-32
-2.955852206312297170e+01   -9.268918854687108353e-07   +1.269075320316977830e-07   -2.367705065625595197e-11   -1.994188653018113985e-11   +3.622218119623586991e-23   +3.965915971671271164e-32
-2.953852306308026243e+01   -9.715395217039564159e-07   +1.138351730123135351e-07   -2.556688769831446946e-11   -1.993693572950518309e-11   +3.954624187251595275e-23   +4.344362088539574251e-32
-2.951852406303754961e+01   -1.013467617532797773e-06   +9.930482182371867047e-08   -2.738494565193290164e-11   -2.000414910175124761e-11   +4.280000194705726235e-23   +4.746902253205471977e-32
-2.949852506299484389e+01   -1.052363775528163441e-06   +8.333015635880330451e-08   -2.910896856937027993e-11   -2.013626107969115964e-11   +4.593374810167690735e-23   +5.163779148463576583e-32
-2.947852606295213462e+01   -1.087931702289762991e-06   +6.596244075611900839e-08   -3.071786340049601683e-11   -2.032413674821969973e-11   +4.889825160563570697e-23   +5.584274349875810725e-32
-2.945852706290942891e+01   -1.119896232017130136e-06   +4.729103776518524375e-08   -3.219208802219592889e-11   -2.055697813072031022e-11   +5.164595525834026122e-23   +5.997060670023564759e-32
-2.943852806286672319e+01   -1.148008297012079733e-06   +2.744305321101334411e-08   -3.351400206037170503e-11   -2.082258346634041571e-11   +5.413215100530428318e-23   +6.390592278903853438e-32
-2.941852906282401392e+01   -1.172049738359241674e-06   +6.582097506393340452e-09   -3.466817063806036888e-11   -2.110765256192880624e-11   +5.631610795830204751e-23   +6.753515195448575275e-32
-2.939853006278130110e+01   -1.191837849616564536e-06   -1.509382985731170310e-08   -3.564161262736664969e-11   -2.139812959836129825e-11   +5.816211238684361795e-23   +7.075079228802904746e-32
-2.937853106273859538e+01   -1.207229548042276572e-06   -3.735530598778819787e-08   -3.642398673458460184e-11   -2.167957334339506035e-11   +5.964038465314628674e-23   +7.345531988710978932e-32
-2.935853206269588611e+01   -1.218125073048554930e-06   -5.994525298666296631e-08   -3.700771074621084239e-11   -2.193754363121746785e-11   +6.072784292979304618e-23   +7.556476231123809247e-32
-2.933853306265318039e+01   -1.224471118351077936e-06   -8.258344176974771960e-08   -3.738801143676696527e-11   -2.215799225931307492e-11   +6.140868940320948614e-23   +7.701173535625998894e-32
-2.931853406261047112e+01   -1.226263314549231543e-06   -1.049716457169121739e-07   -3.756290490765785456e-11   -2.232764615858550335e-11   +6.167480139135367118e-23   +7.774780032457409967e-32
-2.929853506256775830e+01   -1.223547990220310552e-06   -1.267993420316162915e-07   -3.753310940502733584e-11   -2.243437082914249701e-11   +6.152591683824064126e-23   +7.774503450584469596e-32
-2.927853606252505259e+01   -1.216423154045812454e-06   -1.477498443915666550e-07   -3.730189486775188712e-11   -2.246750260114711253e-11   +6.096961088682567886e-23   +7.699674931147034149e-32
-2.925853706248234332e+01   -1.205038655571339010e-06   -1.675067390486818408e-07   -3.687487550061038610e-11   -2.241813925980593738e-11   +6.002106717302099228e-23   +7.551733588077615624e-32
-2.923853806243963760e+01   -1.189595499324955815e-06   -1.857604877140681605e-07   -3.625975347448630796e-11   -2.227937993143126089e-11   +5.870265404507267351e-23   +7.334126420620852007e-32
-2.921853906239692833e+01   -1.170344304357439677e-06   -2.022150552635326514e-07   -3.546602335656915327e-11   -2.204650681375958777e-11   +5.704332175967526600e-23   +7.052130605579524098e-32
-2.919854006235421551e+01   -1.147582919679046207e-06   -2.165944182185889170e-07   -3.450464801257196760e-11   -2.171710328513828051e-11   +5.507784181930084788e-23   +6.712609147895450797e-32
-2.917854106231150979e+01   -1.121653223581968207e-06   -2.286488111261777609e-07   -3.338771745826917552e-11   -2.129110506985985174e-11   +5.284591375162159707e-23   +6.323714105101715838e-32
-2.915854206226880052e+01   -1.092937152989572324e-06   -2.381605728848255657e-07   -3.212810244394831250e-11   -2.077078338921648541e-11   +5.039116794667690544e-23   +5.894553929849876250e-32
-2.913854306222609480e+01   -1.061852024973606754e-06   -2.449494629035103384e-07   -3.073911442503625741e-11   -2.016066130396990006e-11   +4.776009541566577421e-23   +5.434842760983034787e-32
-2.911854406218338553e+01   -1.028845228488180827e-06   -2.488773280272759807e-07   -2.923418301539277446e-11   -1.946736666757434893e-11   +4.500093677384928149e-23   +4.954549672725979885e-32
-2.909854506214067982e+01   -9.943883772380650035e-07   -2.498520152873023866e-07   -2.762656106410809483e-11   -1.869942717751323360e-11   +4.216256317927269805e-23   +4.463564972594508921e-32
-2.907854606209796700e+01   -9.589710267071763526e-07   -2.478304416557171902e-07   -2.592906618569157691e-11   -1.786701485811547484e-11   +3.929338163822594172e-23   +3.971398703980382733e-32
-2.905854706205526128e+01   -9.230940670692727619e-07   -2.428207506783800788e-07   -2.415386596487862615e-11   -1.698164886572482884e-11   +3.644029586180503964e-23   +3.486923709051596204e-32
-2.903854806201255201e+01   -8.872629104509289876e-07   -2.348835058452281634e-07   -2.231231221984652053e-11   -1.605586672232736172e-11   +3.364775189205815935e-23   +3.018172148781824750e-32
-2.901854906196984629e+01   -8.519805946411878149e-07   -2.241318917550895721e-07   -2.041482771850549932e-11   -1.510287491770616638e-11   +3.095689496054640316e-23   +2.572190509268080590e-32
-2.899855006192713702e+01   -8.177409265233618980e-07   -2.107309160670834171e-07   -1.847084668345548576e-11   -1.413619025013169975e-11   +2.840486058764362575e-23   +2.154954121417463861e-32
-2.897855106188442420e+01   -7.850217864322536628e-07   -1.948956270066571732e-07   -1.648880837478671399e-11   -1.316928329564117953e-11   +2.602421874524122997e-23   +1.771338363976366430e-32
-2.895855206184171848e+01   -7.542787099619107093e-07   -1.768883826530032140e-07   -1.447620108603549558e-11   -1.221523501696599287e-11   +2.384258509371141295e-23   +1.425140271931654994e-32
-2.893855306179900921e+01   -7.259388566251055836e-07   -1.570152286087251906e-07   -1.243965210083781987e-11   -1.128641677184714540e-11   +2.188240793207528380e-23   +1.119141463365071157e-32
-2.891855406175630350e+01   -7.003954648032967799e-07   -1.356214595648388565e-07   -1.038505760030246781e-11   -1.039420289774079076e-11   +2.016093363896088507e-23   +8.552013067727262436e-33
-2.889855506171359423e+01   -6.780028806006354845e-07   -1.130864572908356721e-07   -8.317745235989338235e-12   -9.548723688614285630e-12   +1.869034722101382223e-23   +6.343681928987071766e-33
-2.887855606167088851e+01   -6.590722344580082266e-07   -8.981791201077235564e-08   -6.242661128796824263e-12   -8.758665001721634899e-12   +1.747807827596649968e-23   +4.569966940745325079e-33
-2.885855706162817569e+01   -6.438678241273776109e-07   -6.624554625661502774e-08   -4.164572443030021563e-12   -8.031119006036394183e-12   +1.652725645080445585e-23   +3.228592600861037754e-33
-2.883855806158546642e+01   -6.326042463341934979e-07   -4.281446909438342155e-08   -2.088276424877936757e-12   -7.371488780247128355e-12   +1.583729457390651348e-23   +2.312428128563180175e-33
-2.881855906154276070e+01   -6.254443025233117339e-07   -1.997829440536338599e-08   -1.880687768639783357e-14   -6.783447657170962416e-12   +1.540457233354814168e-23   +1.810230018883863969e-33
-2.879856006150005143e+01   -6.224976870857933694e-07   +1.807840319596162166e-09   +2.038370549117176387e-12   -6.268952459602944972e-12   +1.522318893939800210e-23   +1.707117603152794692e-33
-2.877856106145734572e+01   -6.238204495997138563e-07   +2.209421917795425321e-08   +4.077182189001900944e-12   -5.828308139904671765e-12   +1.528574987979477018e-23   +1.984769192540280461e-33
-2.875856206141463289e+01   -6.294152066420386469e-07   +4.044332520330508088e-08   +6.090796302282786797e-12   -5.460279872981351101e-12   +1.558415092070001652e-23   +2.621357466317685804e-33
-2.873856306137192718e+01   -6.392320637234008717e-07   +5.643632503726351808e-08   +8.071505006215526148e-12   -5.162247399888528380e-12   +1.611032203429930536e-23   +3.591271347448075305e-33
-2.871856406132921791e+01   -6.531701946191155790e-07   +6.967914580726084081e-08   +1.001064280092360597e-11   -4.930395405503825379e-12   +1.685689512355894136e-23   +4.864695539378609707e-33
-2.869856506128651219e+01   -6.710800137069912352e-07   +7.980804128929725956e-08   +1.189854496083599568e-11   -4.759932954568934518e-12   +1.781776222719532411e-23   +6.407136449677832178e-33
-2.867856606124380292e+01   -6.927658676387940446e-07   +8.649455877788834347e-08   +1.372454769823212157e-11   -4.645334510090327695e-12   +1.898849531116278974e-23   +8.178993197327137365e-33
-2.865856706120109010e+01   -7.179891654716101847e-07   +8.944983419869998345e-08   +1.547703067040701535e-11   -4.580594809649441829e-12   +2.036660460433922823e-23   +1.013527418389399190e-32
-2.863856806115838438e+01   -7.464718619628531232e-07   +8.842816028192693668e-08   +1.714350113938245997e-11   -4.559489862149756778e-12   +2.195161951256907993e-23   +1.222555330692338919e-32
-2.861856906111567511e+01   -7.779002065773411545e-07   +8.322979073673386937e-08   +1.871071793918384941e-11   -4.575836525768596224e-12   +2.374498411330605893e-23   +1.439424588655981234e-32
-2.859857006107296939e+01   -8.119286713797584753e-07   +7.370296175646430581e-08   +2.016485238719619835e-11   -4.623743507802978337e-12   +2.574976775934041626e-23   +1.658126384741428750e-32
-2.857857106103026013e+01   -8.481839739377923966e-07   +5.974513032065217548e-08   +2.149168240986595455e-11   -4.697847155971134307e-12   +2.797019998991195153e-23   +1.872308412938492578e-32
-2.855857206098755441e+01   -8.862691167442298064e-07   +4.130344621781765167e-08   +2.267681544621192123e-11   -4.793526055010599925e-12   +3.041104736948162269e-23   +2.075423544905142718e-32
-2.853857306094484159e+01   -9.257673720059821770e-07   +1.837449100941535748e-08   +2.370593514358542992e-11   -4.907089169862307478e-12   +3.307685764003305287e-23   +2.260917829279593816e-32
-2.851857406090213232e+01   -9.662461499780405354e-07   -8.996668120237605165e-09   +2.456506645974809656e-11   -5.035933058263970602e-12   +3.597110334431126930e-23   +2.422452329978391297e-32
-2.849857506085942660e+01   -1.007260699656243358e-06   -4.071804897100176762e-08   +2.524085351879718488e-11   -5.178664486626289099e-12   +3.909526253200176407e-23   +2.554150578766994101e-32
-2.847857606081671733e+01   -1.048357602535073395e-06   -7.665287807651243224e-08   +2.572084441731549354e-11   -5.335185604563888143e-12   +4.244787809111934520e-23   +2.650861068589575816e-32
-2.845857706077401161e+01   -1.089078032579067103e-06   -1.166221883367934990e-07   +2.599377712143615442e-11   -5.506739652098232299e-12   +4.602363948434222469e-23   +2.708422389870730968e-32
-2.843857806073129879e+01   -1.128960768401696798e-06   -1.604078057542424964e-07   +2.604986061604172382e-11   -5.695915981714269387e-12   +4.981253117394029193e-23   +2.723917413384640211e-32
-2.841857906068858952e+01   -1.167544956216267486e-06   -2.077556377527528377e-07   +2.588104554740027445e-11   -5.906613972418709272e-12   +5.379909079156426222e-23   +2.695902417626312397e-32
-2.839858006064588380e+01   -1.204372634138285649e-06   -2.583791755216072696e-07   +2.548127872765306177e-11   -6.143966195804272099e-12   +5.796181725700696778e-23   +2.624597279180342308e-32
-2.837858106060317809e+01   -1.238991039441992290e-06   -3.119631253705123306e-07   +2.484673603650268205e-11   -6.414221968267728492e-12   +6.227276472809038755e-23   +2.512023791860702512e-32
-2.835858206056046882e+01   -1.270954729994521485e-06   -3.681670890406200167e-07   +2.397602846082614701e-11   -6.724593193047438662e-12   +6.669735266968303175e-23   +2.362080824263792297e-32
-2.833858306051776310e+01   -1.299827558997520046e-06   -4.266292201517640898e-07   +2.287037626129191362e-11   -7.083065163616050483e-12   +7.119441569563235082e-23   +2.180547307686841361e-32
-2.831858406047505028e+01   -1.325184548113923489e-06   -4.869697930372685654e-07   +2.153374655614007609e-11   -7.498175766510121367e-12   +7.571650940295328196e-23   +1.975006883576122371e-32
-2.829858506043234101e+01   -1.346613707756152889e-06   -5.487946308770636993e-07   +1.997294998006377758e-11   -7.978767283137183674e-12   +8.021048041057681907e-23   +1.754691325428517409e-32
-2.827858606038963529e+01   -1.363717854716613096e-06   -6.116983518583401541e-07   +1.819769252699709271e-11   -8.533715737611714695e-12   +8.461830046151877406e-23   +1.530243457610727517e-32
-2.825858706034692602e+01   -1.376116476264085701e-06   -6.752674046262500416e-07   +1.622057923661720634e-11   -9.171643456722531833e-12   +8.887815593053553543e-23   +1.313404078283086834e-32
-2.823858806030422031e+01   -1.383447686397340125e-06   -7.390828771055757534e-07   +1.405706705082729160e-11   -9.900621178521160997e-12   +9.292577557513225656e-23   +1.116631195992219527e-32
-2.821858906026150748e+01   -1.385370314182148716e-06   -8.027230754322666564e-07   +1.172536495994473939e-11   -1.072786664233176359e-11   +9.669597101876928006e-23   +9.526635388427089767e-33
-2.819859006021879821e+01   -1.381566156187376481e-06   -8.657658817878905030e-07   +9.246280484329165424e-12   -1.165944708569241437e-11   +1.001243563967623790e-22   +8.340436145102999526e-33
-2.817859106017609250e+01   -1.371742415194546685e-06   -9.277909109356515365e-07   +6.643012593613395713e-12   -1.269999343071147276e-11   +1.031492059542477401e-22   +7.726184118215267609e-33
-2.815859206013338323e+01   -1.355634335926910826e-06   -9.883814948970126888e-07   +3.940892341357952524e-12   -1.385243413078696499e-11   +1.057134013102848198e-22   +7.790379712007367816e-33
-2.813859306009067751e+01   -1.333008035824527932e-06   -1.047126533063150015e-06   +1.167073766905031955e-12   -1.511775663743574454e-11   +1.077664137437014662e-22   +8.622733600885529688e-33
-2.811859406004797179e+01   -1.303663515365428655e-06   -1.103622250938771209e-06   -1.649821042325759299e-12   -1.649480420899559275e-11   +1.092662614237935124e-22   +1.029175945836814739e-32
-2.809859506000525542e+01   -1.267437818480583729e-06   -1.157473914305482391e-06   -4.480097465832937288e-12   -1.798011529749470342e-11   +1.101813772160364835e-22   +1.284099175646382827e-32
-2.807859605996254970e+01   -1.224208299752125657e-06   -1.208297546953341014e-06   -7.293417831283148613e-12   -1.956781200505479444e-11   +1.104923198274438375e-22   +1.628602311427964239e-32
-2.805859705991984399e+01   -1.173895941718819571e-06   -1.255721698960647425e-06   -1.005925697615665413e-11   -2.124954309539832531e-11   +1.101932598864732137e-22   +2.061252743372402977e-32
-2.803859805987713472e+01   -1.116468653364228960e-06   -1.299389309017050216e-06   -1.274737486009630121e-11   -2.301448578999534219e-11   +1.092931734131880369e-22   +2.577539697170593174e-32
-2.801859905983442900e+01   -1.051944469956470974e-06   -1.338959698487215611e-06   -1.532829624292489873e-11   -2.484940909552467331e-11   +1.078166782938120336e-22   +3.169907497123245137e-32
-2.799860005979171618e+01   -9.803945655018763871e-07   -1.374110727071992669e-06   -1.777378673119536112e-11   -2.673879973595678973e-11   +1.058044551194337813e-22   +3.827911252519565803e-32
-2.797860105974900691e+01   -9.019459824137494785e-07   -1.404541130111291419e-06   -2.005731407611454289e-11   -2.866504994713266897e-11   +1.033132022395002457e-22   +4.538492152824677064e-32
-2.795860205970630119e+01   -8.167839788359121092e-07   -1.429973046393125908e-06   -2.215448351746236023e-11   -3.060870449340153824e-11   +1.004150862282762333e-22   +5.286363784918519114e-32
-2.793860305966359192e+01   -7.251538928772297660e-07   -1.450154732871786438e-06   -2.404343623964095207e-11   -3.254876235233106412e-11   +9.719666311140647947e-23   +6.054495344130128964e-32
-2.791860405962088620e+01   -6.273624247018436444e-07   -1.464863449566569771e-06   -2.570520065097859136e-11   -3.446302665804656471e-11   +9.375726244224643362e-23   +6.824672626001048203e-32
-2.789860505957817338e+01   -5.237782422678351245e-07   -1.473908484470784989e-06   -2.712398721385169534e-11   -3.632849477207889564e-11   +9.020684528114541943e-23   +7.578113565877772128e-32
-2.787860605953546411e+01   -4.148318244368086063e-07   -1.477134275085131406e-06   -2.828741892236101801e-11   -3.812177883713325495e-11   +8.666336775233699669e-23   +8.296112106601631876e-32
-2.785860705949275840e+01   -3.010144661065624831e-07   -1.474423570554392352e-06   -2.918669121082817650e-11   -3.981954593338455469e-11   +8.324970338025158226e-23   +8.960682527373142315e-32
-2.783860805945004913e+01   -1.828763837237347705e-07   -1.465700566962109934e-06   -2.981665702906989522e-11   -4.139896605955536081e-11   +8.009019896038832418e-23   +9.555176186886051306e-32
-2.781860905940734341e+01   -6.102387590751092852e-08   -1.450933938434664725e-06   -3.017583497401293111e-11   -4.283815565099843044e-11   +7.730695927090389313e-23   +1.006484395714656169e-31
-2.779861005936463769e+01   +6.388448765269218068e-08   -1.430139678755279390e-06   -3.026634064500459976e-11   -4.411660425825846267e-11   +7.501597437962011766e-23   +1.047732038981480204e-31
-2.777861105932192132e+01   +1.911426554533839395e-07   -1.403383662555626091e-06   -3.009374370717163236e-11   -4.521557235909227711e-11   +7.332321854680427306e-23   +1.078300970762702212e-31
-2.775861205927921560e+01   +3.200028465459726694e-07   -1.370783832168194353e-06   -2.966685541390511940e-11   -4.611844906318364288e-11   +7.232086070339693614e-23   +1.097535880637211831e-31
-2.773861305923650988e+01   +4.496822283233178455e-07   -1.332511915960311610e-06   -2.899745346618244630e-11   -4.681105967132133039e-11   +7.208373224308155418e-23   +1.105100827501572228e-31
-2.771861405919380061e+01   +5.793704596677621330e-07   -1.288794586708428606e-06   -2.809995298691713750e-11   -4.728191463061738340e-11   +7.266619766966550236e-23   +1.100981863226317692e-31
-2.769861505915109490e+01   +7.082380169319397389e-07   -1.239913974331734160e-06   -2.699103398481992818e-11   -4.752239332823775831e-11   +7.409956698345301454e-23   +1.085477515518856885e-31
-2.767861605910838207e+01   +8.354451989418334351e-07   -1.186207455934755079e-06   -2.568923690794765748e-11   -4.752685831701537857e-11   +7.639017536650111712e-23   +1.059178046433610237e-31
-2.765861705906567281e+01   +9.601516875028761651e-07   -1.128066657592875747e-06   -2.421453869090741663e-11   -4.729269788422709614e-11   +7.951823590809529638e-23   +1.022934908895778797e-31
-2.763861805902296709e+01   +1.081526522050590956e-06   -1.065935616495617884e-06   -2.258792204774001384e-11   -4.682029726858413915e-11   +8.343754529851155213e-23   +9.778222283448012389e-32
-2.761861905898025782e+01   +1.198758332140833951e-06   -1.000308068305527558e-06   -2.083095064043055609e-11   -4.611294120482409905e-11   +8.807609148018367677e-23   +9.250924197178209926e-32
-2.759862005893755210e+01   +1.311065659279773370e-06   -9.317238431028163518e-07   -1.896536216646029633e-11   -4.517665273517937360e-11   +9.333757740669214366e-23   +8.661282000934597729e-32
-2.757862105889484283e+01   +1.417707191044107899e-06   -8.607643728829846423e-07   -1.701269038358840395e-11   -4.401997528200618718e-11   +9.910383777775669960e-23   +8.023932725599113130e-32
-2.755862205885213001e+01   +1.517991725581954264e-06   -7.880473345651048959e-07   -1.499392567072923099e-11   -4.265370674427894600e-11   +1.052380876558470422e-22   +7.353838446705809744e-32
-2.753862305880942429e+01   +1.611287683711370281e-06   -7.142204735310358921e-07   -1.292922197188367302e-11   -4.109059579320791520e-11   +1.115889050105684444e-22   +6.665829208555640682e-32
-2.751862405876671502e+01   +1.697031988884147821e-06   -6.399546739837596494e-07   -1.083765596105812744e-11   -3.934501154518270960e-11   +1.179948153827850722e-22   +5.974189946305365317e-32
-2.749862505872400931e+01   +1.774738142619914197e-06   -5.659363627534853935e-07   -8.737042085933256197e-12   -3.743259834771781123e-11   +1.242893178033523684e-22   +5.292303902020388907e-32
-2.747862605868130004e+01   +1.844003334322074821e-06   -4.928593522920612080e-07   -6.643804889156393248e-12   -3.536992750958660637e-11   +1.303061684610981382e-22   +4.632360931853167298e-32
-2.745862705863858722e+01   +1.904514439435398130e-06   -4.214162461826657376e-07   -4.572907763134915717e-12   -3.317415744334016313e-11   +1.358847237234730739e-22   +4.005134956492921913e-32
-2.743862805859588150e+01   +1.956052778340022121e-06   -3.522895452254338259e-07   -2.537835159567866117e-12   -3.086271288994327011e-11   +1.408751378901477691e-22   +3.419830884089845450e-32
-2.741862905855317578e+01   +1.998497530461396788e-06   -2.861426045761263629e-07   -5.506233348025300330e-13   -2.845299270264697943e-11   +1.451432141728681155e-22   +2.883997862315584318e-32
-2.739863005851046651e+01   +2.031827722163083222e-06   -2.236106014357747459e-07   +1.378066957523209145e-12   -2.596211413796197986e-11   +1.485747197079632681e-22   +2.403502869126685136e-32
-2.737863105846776079e+01   +2.056122733757130437e-06   -1.652916783046719463e-07   +3.238843751521164653e-12   -2.340669980650947956e-11   +1.510789966497081808e-22   +1.982556543885344861e-32
-2.735863205842504797e+01   +2.071561299032911997e-06   -1.117384286439687577e-07   +5.023452013175411062e-12   -2.080271145634680977e-11   +1.525917305395370800e-22   +1.623781841696587747e-32
-2.733863305838233870e+01   +2.078418999667498670e-06   -6.344988978056012766e-08   +6.724626072199110253e-12   -1.816533268286040174e-11   +1.530767728621562247e-22   +1.328315552924954614e-32
-2.731863405833963299e+01   +2.077064286227090620e-06   -2.086420173328789573e-08   +8.335935897667003500e-12   -1.550890057134939933e-11   +1.525269552770474747e-22   +1.095932901627257503e-32
-2.729863505829692372e+01   +2.067953086223351798e-06   +1.564791883771800605e-08   +9.851636488758746150e-12   -1.284688426777307316e-11   +1.509638764092697052e-22   +9.251862123447683709e-33
-2.727863605825421800e+01   +2.051622087504112238e-06   +4.578875420166532467e-08   +1.126652898055076064e-11   -1.019190662082431029e-11   +1.484366861618427865e-22   +8.135498748692916943e-33
-2.725863705821150873e+01   +2.028680811066982209e-06   +6.933809194899744446e-08   +1.257584104806629574e-11   -7.555803416185714585e-12   +1.450199350109002236e-22   +7.575653847199047670e-33
-2.723863805816879591e+01   +1.999802611193208793e-06   +8.615656353318438181e-08   +1.377513288470953381e-11   -4.949713391014248011e-12   +1.408105946162436503e-22   +7.529819331012885352e-33
-2.721863905812609019e+01   +1.965714761279287677e-06   +9.618773877922174272e-08   +1.486023349952296234e-11   -2.384191218413359158e-12   +1.359243892910399294e-22   +7.948897127687888278e-33
-2.719864005808338092e+01   +1.927187801161345434e-06   +9.945892489480062223e-08   +1.582721039458805512e-11   +1.306649830297439571e-13   +1.304916039269406478e-22   +8.778446632131578237e-33
-2.717864105804067520e+01   +1.885024335427498193e-06   +9.608064457036628872e-08   +1.667237392645794321e-11   +2.585080318203636007e-12   +1.246525516210137044e-22   +9.959846943250596976e-33
-2.715864205799796594e+01   +1.840047481054094843e-06   +8.624479475687560361e-08   +1.739231590125373763e-11   +4.969472553194153983e-12   +1.185528926584972705e-22   +1.143138428218353038e-32
-2.713864305795525311e+01   +1.793089168653642961e-06   +7.022151504430827295e-08   +1.798398027633240059e-11   +7.274332446609208515e-12   +1.123389957493963877e-22   +1.312928143787283795e-32
-2.711864405791254740e+01   +1.744978501587306666e-06   +4.835482128564797581e-08   +1.844476231036053650e-11   +9.490122315734458836e-12   +1.061535223790133698e-22   +1.498868890376368090e-32
-2.709864505786984168e+01   +1.696530374089132051e-06   +2.105708589043655513e-08   +1.877263117726052752e-11   +1.160719912293940621e-11   +1.001313969958884708e-22   +1.694465678087111142e-32
-2.707864605782713241e+01   +1.648534541304513864e-06   -1.119752985485580192e-08   +1.896626998567080732e-11   +1.361576709513150874e-11   +9.439630044792013733e-23   +1.893310300185377142e-32
-2.705864705778442669e+01   +1.601745322360437854e-06   -4.788056435912979723e-08   +1.902522635924584363e-11   +1.550586346158784870e-11   +8.905779334532031741e-23   +2.089178764047902774e-32
-2.703864805774171742e+01   +1.556872101885905396e-06   -8.841751932186704755e-08   +1.895006625550899795e-11   +1.726737937854596730e-11   +8.420914160935885381e-23   +2.276129579136223766e-32
-2.701864905769900460e+01   +1.514570776204700915e-06   -1.321967370883721664e-07   +1.874252353919831611e-11   +1.889011656828221657e-11   +7.992588033084422182e-23   +2.448602356267799880e-32
-2.699865005765629888e+01   +1.475436268974951172e-06   -1.785787185753503951e-07   +1.840563797358273988e-11   +2.036387869922224133e-11   +7.626511627472989006e-23   +2.601515392397731652e-32
-2.697865105761358961e+01   +1.439996216487136075e-06   -2.269057010500425024e-07   +1.794387473084227151e-11   +2.167859512983777445e-11   +7.326553565378101953e-23   +2.730360221401158126e-32
-2.695865205757088390e+01   +1.408705897394772263e-06   -2.765113112328342927e-07   +1.736321921992456351e-11   +2.282447338308752894e-11   +7.094805400750849416e-23   +2.831290563040865133e-32
-2.693865305752817463e+01   +1.381944454664239170e-06   -3.267301101658979045e-07   +1.667124194763382428e-11   +2.379217565101374540e-11   +6.931702039800297422e-23   +2.901202742028897191e-32
-2.691865405748546181e+01   +1.360012430281090306e-06   -3.769068510754955869e-07   +1.587712921945165108e-11   +2.457301378133761984e-11   +6.836186974286942838e-23   +2.937804501251984514e-32
-2.689865505744275609e+01   +1.343130606436889177e-06   -4.264052805655899937e-07   +1.499167669953361867e-11   +2.515915658875064221e-11   +6.805910554577809628e-23   +2.939669203876121886e-32
-2.687865605740004682e+01   +1.331440120719760875e-06   -4.746163264673369930e-07   +1.402724413126233751e-11   +2.554384297104621807e-11   +6.837449067978586235e-23   +2.906272697258271961e-32
-2.685865705735734110e+01   +1.325003798391602210e-06   -5.209655320463678318e-07   +1.299767081792280501e-11   +2.572159419134612252e-11   +6.926532602690467092e-23   +2.838010572113568436e-32
-2.683865805731463183e+01   +1.323808622306877785e-06   -5.649196158571573056e-07   +1.191815272752672175e-11   +2.568841879960174709e-11   +7.068270501961993013e-23   +2.736194157176072577e-32
-2.681865905727192612e+01   +1.327769241147836614e-06   -6.059920585805826297e-07   +1.080508327140528199e-11   +2.544200398785785610e-11   +7.257364554195008268e-23   +2.603024299909729942e-32
-2.679866005722921329e+01   +1.336732399606426197e-06   -6.437476423605371388e-07   +9.675860874255834748e-12   +2.498188767610178737e-11   +7.488301803627283005e-23   +2.441542752401339649e-32
-2.677866105718650402e+01   +1.350482160644564657e-06   -6.778058935530975694e-07   +8.548667372985699960e-12   +2.430960627550476851e-11   +7.755520872447742780e-23   +2.255561764469000886e-32
-2.675866205714379831e+01   +1.368745779739459828e-06   -7.078434060249738512e-07   +7.442222030618830829e-12   +2.342881383707170220e-11   +8.053547816841565185e-23   +2.049573243873083826e-32
-2.673866305710109259e+01   +1.391200084668915051e-06   -7.335950483324275969e-07   +6.375516516241849533e-12   +2.234536912873349629e-11   +8.377099665481553357e-23   +1.828639543829914327e-32
-2.671866405705838332e+01   +1.417478211753855333e-06   -7.548540837119237285e-07   +5.367536577756301116e-12   +2.106738805620354849e-11   +8.721155785406754199e-23   +1.598268556467249903e-32
-2.669866505701567050e+01   +1.447176550453864762e-06   -7.714712561011171675e-07   +4.436976324487295686e-12   +1.960525971862666088e-11   +9.080998982738162665e-23   +1.364276311478035373e-32
-2.667866605697296478e+01   +1.479861752743251473e-06   -7.833529178227250903e-07   +3.601951052166677855e-12   +1.797162523943110354e-11   +9.452229695653002800e-23   +1.132640693714954963e-32
-2.665866705693025551e+01   +1.515077671603327705e-06   -7.904582945309780656e-07   +2.879714400119602087e-12   +1.618131931141336858e-11   +9.830757722597694317e-23   +9.093501996364703116e-33
-2.663866805688754980e+01   +1.552352103709608369e-06   -7.927960000291254933e-07   +2.286385350916978637e-12   +1.425127512453518695e-11   +1.021277662327138512e-22   +7.002518522797857247e-33
-2.661866905684484053e+01   +1.591203224783122991e-06   -7.904199272885272214e-07   +1.836690190586276327e-12   +1.220039399321225946e-11   +1.059472623847101703e-22   +5.109024916007747001e-33
-2.659867005680212770e+01   +1.631145621613935980e-06   -7.834246520392669095e-07   +1.543724068426482449e-12   +1.004938156138959064e-11   +1.097324872354202798e-22   +3.464276551950948502e-33
-2.657867105675942199e+01   +1.671695841842887007e-06   -7.719404914998073515e-07   +1.418736255135262781e-12   +7.820552938706777261e-12   +1.134514312478037408e-22   +2.113921653625805454e-33
-2.655867205671671272e+01   +1.712377400821651476e-06   -7.561283630620079198e-07   +1.470942620434141633e-12   +5.537609514983829095e-12   +1.170732291143138233e-22   +1.096863411356612765e-33
-2.653867305667400700e+01   +1.752725203629474879e-06   -7.361745860808579436e-07   +1.707368257985508559e-12   +3.225390522535966434e-12   +1.205678007717698155e-22   +4.443145420314342908e-34
